name,full_name,dob,age,height,weight,eye_color,hair_color,zodiac_sign,hometown,nationality,education_qualification,religion,food_habit,hobbies,marital_status,salary,net_worth,image_path
Sudipta Chakraborty,Sudipta Chakraborty,27 July,,163 cm,50 kg,Black,Black,Leo,Tollygunge_West Bengal_India,Indian,Bachelor's in Journalism,Hinduism,,Dancing_Shopping_Travelling_Cooking_Outing and Partying with friends,Unmarried,,,images/Sudipta_Chakraborty.jpg
Vikas Kalantri,Vikas Kalantri,,,,,,,,,,,,,,,,,images/Vikas_Kalantri.jpg
Sudha Chandran,Sudha Chandran,21 September 1964,, 170 cm, 70 kg,,,Virgo,Mumbai_Maharashtra_India,Indian,,Hindu ,,Dancing ,Married,,,images/Sudha_Chandran.jpg
Sunitha Upadrashta,Sunitha Upadrashta,10 May 1978 (Wednesday),,168 cm,,Black,Black,Gemini,Guntur_Andhra Pradesh,Indian,,Hinduism,,Travelling and doing photography,Divorced,,,images/Sunitha_Upadrashta.jpg
Suchitra Sen,Suchitra Sen,,,,,,,,,,,,,,,,,images/Suchitra_Sen.jpg
Vijay Sethupathi,Vijaya Gurunatha Sethupathi,16 January 1978, 42 Years, 175 cm, 65 kg ,Black,Black,Capricorn,Chennai_Tamil Nadu_India,Indian,,Hinduism,,Singing_writing,Married,,,images/Vijay_Sethupathi.jpg
Vijay Arora,Vijay Arora,27 December 1944 (Wednesday),,178 cm,,Black,Black,Capricorn,Mumbai_India,Indian,Two-year acting course from the FTII,Hinduism,,,Married,,,images/Vijay_Arora.jpg
Vijay Deverakonda,Deverakonda Vijay Sai,9 May 1989,,180 cm,75 kg,Brown,Black,Taurus,Hyderabad_Telangana_India,Indian ,Bachelor of Commerce with Honours (B.Com.(Hons)),Hinduism,,Reading Books,Unmarried,,,images/Vijay_Deverakonda.jpg
Vijay Raaz,Vijay Raaz,5 June 1963,,183 cm,,Dark Brown,Black,Gemini,Delhi_India,Indian,Bachelor of Commerce (B.Com.),Hinduism,,Reading Books on Spirituality & Philosophy_Travelling,Married,,,images/Vijay_Raaz.jpg
Vijay Raghavendra,Vijay Raghavendra,26 May 1979,,175 cm,70 kg,Dark Brown,Black,Gemini,Bengaluru_Karnataka_India,Indian,Gradaute,Hinduism,,Driving_Singing,Married,,,images/Vijay_Raghavendra.jpg
Varun Tej,Varun Tej,19 January 1990,, 191 cm, 90 kg,Brown,Black,Capricorn,Hyderabad_Telangana_India,Indian,Not Known,Hinduism,,Playing cricket_reading books,Unmarried,,,images/Varun_Tej.jpg
Varun Sandesh,Jeedigunta Varun Sandesh,21 July 1989,, 173 cm, 70 kg ,Brown,Black,Cancer,Rayagada_Odisha_India,American, Not Known,Hinduism,Non-Vegetarian,Playing Basketball_Cricket_Baseball_American football,Married,,,images/Varun_Sandesh.jpg
Veeru Devgan,Veeru Devgan,- 1942,,175 cm,,Black ,Salt & Pepper,,Mumbai_Maharashtra_India, Indian,,Hinduism,Non-Vegetarian,Travelling_Watching Sports,Married,,Not Known,images/Veeru_Devgan.jpg
Vennela Kishore,Vennela Kishore,19 September 1980 (Friday),,173 cm,75 kg,Black,Black,Virgo,Telangana,Indian,B.com and Masters in Information Systems,Hinduism,Non-Vegetarian,Watching Movies_Playing cricket_Playing snooker,Married,,Not Known,images/Vennela_Kishore.jpg
Venu Madhav,Venu Madhav,30 December 1979 (Monday),,,,,,Capricorn,Suryapet_Telangana_India,Indian,Not Known,Hinduism,,Travelling_Listening to music_watching movies,Married,,,images/Venu_Madhav.jpg
Sri Divya,Sri Divya,1 April 1993,, 163 cm, 53 kg,Black,Black,Aries,Hyderabad_Telangana_India,Indian,,Hinduism,,Dancing,Unmarried,,,images/Sri_Divya.jpg
Sriti Jha,Sriti Jha,26 February 1986,,165 cm,53 Kg,Black,Black,Pisces,Darbhanga_Begusarai_Bihar_India,Indian,Bachelor of Arts in English,Hinduism,,Reading_travelling and dancing,Unmarried,Not Known,Not Known,images/Sriti_Jha.jpg
"Sridevi Age,","Sridevi Age,",13 August 1963,,168 cm,56 Kg,Light Brown,Black,Leo,Sivakasi_Tamil Nadu_India,Indian,N/A,Hinduism,She preferred vegetarian food,Doing Yoga_Painting_Dancing,Married ,Rs. 5 Crore/film ,Rs. 247 Crore (at the time of her death),"images/Sridevi_Age,.jpg"
Soundarya Rajinikanth,Soundarya Rajinikanth,20 September 1984 (Thursday),,165 cm,60 kg,Black,Black,Virgo,Chennai_Tamil Nadu_India,Indian,,Hinduism,,Travelling_Sketching,Married,,,images/Soundarya_Rajinikanth.jpg
Spruha Joshi,Spruha Joshi,13 October 1989 (Friday), 30 Years,163 cm,,Black,Black,Libra,Mumbai,Indian,Graduation ,Hinduism,Non-Vegetarian ,Dancing_Travelling_and Reading Books,Married,,,images/Spruha_Joshi.jpg
Sonu Chandrapal,Sonu Chandrapal,2 March 1992,,168 cm,55 kg,Brown,Black,Pisces,Ahmedabad_Gujarat,Indian,Not Known,Hinduism,,Dancing_Listening to Music,Unmarried,,,images/Sonu_Chandrapal.jpg
Srabanti Chatterjee,Srabanti Chatterjee,13 August 1987,,160 cm,60 kg,Black,Dark Brown,Leo,Kolkata_India,Indian,Not Known,Hinduism,,Gardening_Cooking,Married,,,images/Srabanti_Chatterjee.jpg
Sonalika Joshi,Sonalika Joshi,5 June 1976,, 160 cm, 54 kg,Brown,Black,Gemini,Mumbai_Maharashtra_India,Indian,,Hinduism,,Not Known,Married,,,images/Sonalika_Joshi.jpg
Sonam Bajwa,Sonampreet Kaur Bajwa,16 August 1989 (Wednesday),,170 cm,,Brown,Brown,Leo,Nanakmatta_Rudrapur_Uttarakhand_India,Indian,Graduate,"Sikhism,
","Non-Vegetarian,
",Travelling_Dancing_Shopping,Unmarried,,,images/Sonam_Bajwa.jpg
Sonarika Bhadoria,Sonarika Bhadoria,3 December 1992,,165 cm,54 kg,Hazel Green,Black,Sagittarius,Lucknow_Uttar Pradesh_India,Indian,B.A. in Psychology,Hinduism,,Reading_Travelling_Meditatio_Doing Yoga,Unmarried,,,images/Sonarika_Bhadoria.jpg
Uday Chopra,Uday Chopra,5 January 1973,,170 cm,78 kg,Black,Black,Capricorn,Mumbai_Maharashtra_India,Indian ,Not Known,Hindu,,Travelling,Unmarried,,,images/Uday_Chopra.jpg
Tusshar Kapoor,Tusshar Ravi Kapoor,20 November 1976,,175 cm,75 kg,Dark Brown,Black,Scorpio,Mumbai_Maharashtra_India,Indian ,Bachelor of Business Administration (BBA) and Liberal Arts,Hinduism,Non-Vegetarian,Playing Basketball_Watching Movies,Unmarried,₹2-3 Crore/film,,images/Tusshar_Kapoor.jpg
Sonam Kapoor,Sonam Kapoor,9 June 1985,,175 cm,55 kg,Dark Brown,Black,Gemini,Mumbai_Maharashtra_India,Indian,Bachelor's degree in Economics and Political Science,Hinduism,Vegetarian,Reading_Shopping_Playing Video Games_Writing_Collecting Paintings ,Married,₹5 Crore/film,₹872 Crores ($13 Million),images/Sonam_Kapoor.jpg
Tiku Talsania,Tiku Talsania,7 June 1956,,168 cm,75 kg,Dark Brown,Black,Gemini,Mumbai_Maharashtra_India,Indian,Not Known,Hinduism,,Bike Riding_Reading_Photography_Adventure Touring,Married,,,images/Tiku_Talsania.jpg
Tigmanshu Dhulia,Tigmanshu Dhulia,3 July 1967,,168 cm,80 kg,Brown,Black,Cancer,Allahabad_Uttar Pradesh,Indian,"Degree in English,
Degree in Economics ,
Degree in Modern History,
Master's in Theatre",Hinduism,,,Married,,,images/Tigmanshu_Dhulia.jpg
Tom Alter,Thomas Beach Alter,22 June 1950,,180 cm,80 kg,Blue,White,Cancer,Mussoorie_Uttarakhand_India,Indian (Ancestors from America),Graduate,Christianity,,Reading Urdu Shayari_Playing and watching Cricket,Married/Unmarried,,,images/Tom_Alter.jpg
Tottempudi Gopichand,Tottempudi Gopichand,12 June 1979,, 186 cm, 75 kg ,Dark Brown,Black,Gemini,Hyderabad_Telangana_India,Indian,,Hinduism,,Playing chess_watching TV,Married,6 crore/film (INR),Not Known,images/Tottempudi_Gopichand.jpg
Sonali Bendre,Sonali Bendre Behl,1 January 1975,,168 cm,55 kg,Brown,Black,Capricorn,Mumbai_Maharashtra_India,Indian,Graduate,Hinduism,Non-Vegetarian,Cooking_Writing_Travelling_Collecting Art Bric-a-Bracs,Married,₹4 lakh/day ,Not Known,images/Sonali_Bendre.jpg
Sonali Kulkarni,Sonali Kulkarni,3 November 1974,,165 cm,60 kg,Dark Brown,Black,Scorpio,Pune_Maharashtra,Indian,B.A. in Political Science ,Hinduism,,Listening to Music_Dancing_Gardening_Cooking,Married,,,images/Sonali_Kulkarni.jpg
Sonali Raut,Sonali Raut,23 December 1990,,165 cm,58 Kg,Black,Black,Capricorn,Mumbai_Maharashtra_India,Indian,Graduate (B.Com.),Hindu,,Traveling_Dancing_Watching films_Cooking,Unmarried,Not Known,Not Known,images/Sonali_Raut.jpg
Sonal Chauhan,Sonal Chauhan,16 May 1987,,170 cm,52 Kg,Brown,Black,Taurus,Noida_Uttar Pradesh_India,Indian,Philosophy honors,Hindu,,Collecting heels and singing,Unmarried,,,images/Sonal_Chauhan.jpg
Snigdha Akolkar,Snigdha Akolkar,3 May 1985,,-165 cm,-60 kg,Brown,Black,Taurus,Pune_Maharashtra_India,Indian,,Hinduism,,Painting_dancing,Married,,,images/Snigdha_Akolkar.jpg
Soha Ali,Soha Ali,4 October 1978,,159 cm,50 Kg,Dark Brown,Black,Libra,New Delhi_India,Indian,Master in International Affairs ,Islam,,Reading_playing tennis_painting,Married ,1 crore/film (INR),$20 million,images/Soha_Ali.jpg
"Sneha Height,","Sneha Height,",12 October 1981,, 164 cm, 53 kg,Brown,Black,Libra,Panruti_Tamil Nadu_India,Indian,,Hindu,,Listening to music_reading books,Married,,,"images/Sneha_Height,.jpg"
Smriti Irani,Smriti Irani,23 March 1976,,170 cm,80 kg,Black,Black,Aries,New Delhi_India,Indian,"• 12th Pass,
• Bachelor of Commerce (B.Com) first year from Delhi University's School of Open Learning (did not complete the three-year degree course)",Hinduism,,Doing Yoga_Listening to Music_Travelling_Playing Carrom,Married,Rs. 1 Lakh + Other Allowances (as in 2019),Rs. 11.11 Crore (as in 2019),images/Smriti_Irani.jpg
Sneha Ullal,Sneha Ullal,18 December 1987,,165 cm,50 Kg,Blue,Brown,Sagittarius,Mangalore_Karnataka_India,Indian,Not Known,Hindu,,Yoga,Unmarried,Not Known,Not Known,images/Sneha_Ullal.jpg
Smita Patil,Smita Patil,,,,,,,,,,,,,,,,,images/Smita_Patil.jpg
Simran Choudhary,Simran Choudhary,Not Known,,173 cm,50 kg,Black,Black,,Hyderabad_India,Indian,Graduate,Hinduism,Non-Vegetarian,Playing Basketball_Horse riding_Listening to music_Singing_Reading books_Watching movies and TV series,Unmarried,,,images/Simran_Choudhary.jpg
Tinnu Anand,Tinnu Anand,4 May 1953,,169 cm,60 kg,Black ,Salt & Pepper (Semi-Bald),Taurus ,Mumbai_Maharashtra_India , Indian ,A Degree in Film-making from Satyajit Ray School,Not Known,Vegetarian ,Not known ,Married ,,,
Sindhu Menon,Sindhu Menon,17 June 1985,,175 cm,60 kg,Dark Brown,Black,Gemini,Bengaluru_Karnataka_India,Indian,,Hinduism,,Riding the Bullet motorcycle,Married,,,images/Sindhu_Menon.jpg
Thagubothu Ramesh,Thagubothu Ramesh,20 January 1981,,168 cm,70 kg,Dark Brown,Black,Capricorn,Hyderabad_Telangana_India,Indian,,Hinduism,,Travelling_Spending time with family_Playing with kids,Married,,,images/Thagubothu_Ramesh.jpg
Simple Kapadia,Simple Kapadia,,,,,,,,,,,,,,,,,images/Simple_Kapadia.jpg
Simone Singh,Simone Singh,10 November 1974 ,,160 cm,55 kg,Black,Black,Scorpio,Jamshedpur_Jharkhand_India, Indian,Degree in English Literature,Sikhism,,Spending time with family_Being at home_Travelling with husband_Reading_Cooking_Shopping,Married,,,
Simi Garewal,Simi Garewal,17 October 1947,,168 cm,55 kg,Black,Black,Libra,London_United Kingdom,Indian,Not Known,Sikhism,,Cooking,Divorced,,,images/Simi_Garewal.jpg
Shriya Pilgaonkar,Shriya Pilgaonkar,25 April 1989,,161 cm,50 Kg,Black,Black,Taurus,Mumbai_Maharashtra_India,Indian,Diploma in Acting,Hindu,,Traveling and writing,Unmarried,Not Known,Not Known,images/Shriya_Pilgaonkar.jpg
Shriya Saran,Shriya Saran Bhatnagar,11 September 1982 (Saturday), 37 Years,168 cm,,Brown,Black,Virgo,Haridwar_Uttarakhand,Indian,Bachelor of Arts in Literature ,Hinduism,Non-Vegetarian ,Dancing_Travelling_and Reading Books,Married,One crore per film ,,images/Shriya_Saran.jpg
Shruti Anand,Shruti Anand,October 1985,,160 cm,65 kg,Dark Brown,Black,Scorpio,Jhansi_Madhya Pradesh_India,Indian,B. Tech (Computer Science),Hinduism,,Watching Youtube Videos_Cooking_Doing Make-up,Married,,,images/Shruti_Anand.jpg
Shruti Sodhi,Shruti Sodhi,22 September 1988,,163 cm,55 Kg,Black,Black,Virgo,Noida_Uttar Pradesh_India (Her ancestors hail from Dhanbad_Jharkhand),Indian,Graduate (Philosophy),Sikh,,Writing_Dancing_Anchoring,Unmarried,,,images/Shruti_Sodhi.jpg
Suresh Oberoi,Suresh Oberoi,17 December 1946,,170 cm,80 kg,Dark Brown,Grey,Sagittarius,Mumbai_Maharashtra_India,Indian,High School Graduate,Hinduism,,Reading Newspaper_Watching Movies with Family_Writing Poetry,Married,,₹6 crore,images/Suresh_Oberoi.jpg
Suryakumar Yadav,Suryakumar Ashok Yadav,14 September 1990,,180 cm,75 kg,Black,Black,Virgo,Mumbai_Maharashtra_India,Indian ,Bachelor of Commerce (B.Com),Hinduism,Non-Vegetarian,Gymming_Playing video games & guitar_Golfing_Watching football_Swimming_Reading,Married,₹3.2 crore,,images/Suryakumar_Yadav.jpg
Shraddha Srinath,Shraddha Srinath,29 September 1990 ,,162 cm,55 kg,Dark Brown,Black,Libra,, Indian,LLB ,Hinduism,,Reading_Dancing_Travelling_and Listening to Music ,Unmarried,,Not Known,images/Shraddha_Srinath.jpg
Shraddha Das,Shraddha Das,4 March 1987,,168 cm,52 Kg,Black,Black,Libra,Mumbai_Maharashtra_India,Indian,Mass Communications with specialization in journalism ,Hindu,,Travelling_reading_swimming and dancing ,Unmarried,,,images/Shraddha_Das.jpg
Shobhana Bhartia,Shobhana Bhartia,4 January 1957,,165 cm,60 kg,Black,Light Ash Blonde,,Kolkata _West Bengal,Indian,Not Known,Hinduism,,Reading_Writing,Married,,"₹14,500 Crore",images/Shobhana_Bhartia.jpg
Suresh Chavhanke,Suresh Chavhanke,18 February 1972,48 Years,170 cm,78 kg,Dark Brown,Black,Aquarius,Shirdi_Maharashtra_India,Indian,LL.B. (Degree in law),Hinduism,,Travelling,Married,,Not Known,images/Suresh_Chavhanke.jpg
Sunny Deol,Sunny Deol,19 October 1956,,174 cm,805 kg,Brown,Brown,Libra,Sahnewal_Ludhiana_Punjab_India,Indian,Graduate,Sikhism,,Photography_Working Out At Gym_Trekking,Married,₹5 Crore/film,₹339 Crore ($50 million),images/Sunny_Deol.jpg
Shweta Bhardwaj,Shweta Bhardwaj,17 November 1985 ,,168 cm,55 kg,Black,Black,Scorpio,Delhi_India,Indian,B.A. in History (Hons.),Hinduism,,Dancing_Listening to Music,Unmarried,,,images/Shweta_Bhardwaj.jpg
Shweta Menon,Shweta Menon,23 April 1974,,170 cm,60 kg,Dark Brown,Black,Taurus,Valanchery_Malappuram district_Kerala_India,Indian,Not Known,Hinduism,Non-Vegetarian,Travelling_Dancing,Married,₹1 Lakh/day,,images/Shweta_Menon.jpg
Shweta Gulati,Shweta Gulati ,29 May 1979,,157 cm,45 kg,Dark Brown,Black,Gemini ,Mumbai_India,Indian,Graduate in Commerce,Hinduism,,Reading_Watching Movies & Sports,Unmarried,,,images/Shweta_Gulati.jpg
Shweta Tiwari,Shweta Tiwari,4 October 1980 (Saturday),,168 cm,55 kg,Dark Brown,Black,Libra,Mumbai_Maharashtra_India,Indian,B.Com,Hinduism,,Dancing_Reading Books_Doing Debates_Drawing,Married,"Rs. 60,000 to 70,000/ day",,images/Shweta_Tiwari.jpg
Shilpa Shirodkar,Shilpa Shirodkar,20 November 1969,, 165 cm, 67 kg,Brown,Black,Scorpio,Film Nagar_Hyderabad_Telangana_India,Indian,,Hinduism,,Not Known,Married,,,images/Shilpa_Shirodkar.jpg
Shilpa Tulaskar,Shilpa Tulaskar,10 March 1977,,165 cm,65 kg,Black,Black,Pisces,Mumbai_India,Indian,Not Known,Hinduism,,Reading_Travelling,Married,,,images/Shilpa_Tulaskar.jpg
Shweta Basu,Shweta Basu,11 January 1991,,163 cm,,Black,Black,Capricorn,Mumbai_India,Indian,Bachelor of Commerce,Hinduism,,Dancing,Married,,,images/Shweta_Basu.jpg
Sherin Shringar,Sherin Shringar,5 May 1987,,163 cm,55 kg,Black,Black,Taurus,Bengaluru_Karnataka_India,Indian,Not known,Hinduism,,Travelling_Reading_Shopping,Unmarried,,,images/Sherin_Shringar.jpg
Shilpa Shetty,Shilpa Shetty,8 June 1975,,170 cm,58 Kg,Brown,Brown,Gemini,Mangalore_Karnataka_India,Indian,Graduate,Hindu,,Dancing_Cooking_Working out at gym_Doing Yoga,Married,,$14 Million,images/Shilpa_Shetty.jpg
Sheena Bajaj,Sheena Bajaj,16 June 1992,,168 cm,50 kg,Black,Black,Gemini,Mumbai_Maharashtra_India,Indian,Graduate,Hinduism,Non-Vegetarian,Playing Basketball_Dancing_Gymming,Married,,,images/Sheena_Bajaj.jpg
Sheela Sharma,Sheela Sharma,31 August,, 160 cm, 67 kg,Brown,Black,Virgo,Valsad district_Gujarat_India,Indian,,Hinduism,,Reading,Married,,,images/Sheela_Sharma.jpg
Sherlyn Chopra,Sherlyn Chopra,11 February 1984,,168 cm,50 Kg,Brown,Black,Aquarius,"Hyderabad,Telangana_India",Indian,Not Known,Christian,,Travelling and reading,Unmarried,,,images/Sherlyn_Chopra.jpg
"Shakeela Age,",C. Shakeela Begum,19 November 1973,,165 cm,,Brown,Black,Scorpio,Guntur_Andhra Pradesh,Indian,,Islam,Non-Vegetarian,Watching Hollywood Movies_Listening to Music_Playing games on mobile,Unmarried,,,"images/Shakeela_Age,.jpg"
Shamita Shetty,Shamita Shetty,2 February 1979 ,,165 cm,53 Kg,Brown,Black,Aquarius,Mumbai_India,Indian,"Bachelor of Commerce ,
Diploma in Fashion Designing",Hindu,,Gymming,Unmarried,,,images/Shamita_Shetty.jpg
Sharmila Tagore,Sharmila Tagore,8 December 1944,,162 cm,55 kg,Dark Brown,Dark Brown,Sagittarius,Hyderabad_Telangana_India,Indian ,Not Known,"• Hinduism (by birth),
• Islam (converted to Islam just before her marriage)",,Shopping_Gardening_Reading Books_and Listening to music,Widow,,,images/Sharmila_Tagore.jpg
"Shashikala Age,",Shashikala Om Prakash Saigal,4 August 1932,,168 cm,55 kg,Black,White,Leo,Mumbai, Indian,Not Known,Hindu,,Travelling,Married,,,"images/Shashikala_Age,.jpg"
Sumanth,Sumanth,,,,,,,,,,,,,,,,,images/Sumanth.jpg
Sumeet Raghavan,Sumeet Raghavan,22 April 1971,,175 cm,65 kg,Dark Brown,Black,Taurus,Mumbai_Maharashtra_India,Indian,Graduate,Hinduism,Non-Vegetarian,Singing,Married,,,images/Sumeet_Raghavan.jpg
Shahana Goswami,Shahana Goswami, 6 May 1986,,162 cm,60 kg,,,Taurus,New Delhi_India,Indian,,Hindu,,Basketball_Volleyball_and Traveling,Unmarried,,,images/Shahana_Goswami.jpg
Sudheer Babu,Sudheer Babu,11 May 1977,,183 cm,80 kg,Black,Black,Taurus,Vijayawada_Andhra Pradesh,Indian,"BE, GMT and MBA",Hindu,,Playing badminton and gymming,Married,7 Crore/film (INR),Not Known,images/Sudheer_Babu.jpg
Shamili (Actress),Shamili (Actress),10 July 1987,,170 cm,60 kg,Dark Brown,Black,Cancer,Chennai_Tamil Nadu_India,Indian,,Hinduism,,Dancing_Travelling,Unmarried,,,images/Shamili_(Actress).jpg
Sudhir Dalvi,Sudhir Dalvi,20 March 1939,,161 cm,65 kg,Black ,Black,Pieses,Mumbai, Indian,Graduate (Bachelor of Architecture),Hinduism,,,Married,,,images/Sudhir_Dalvi.jpg
Shalini Kapoor,Shalini Kapoor Sagar,4 January 1976,,-165 cm,-65 kg,Black,Black,Capricorn,Kolkata_West Bengal_India,Indian,,Hinduism,,Shopping_watching TV,Married,,,images/Shalini_Kapoor.jpg
Sayani Gupta,Sayani Gupta,9 October 1985 (Wednesday),,148 cm,,Black,Black,Libra,Calcutta_West Bengal,Indian,,,"Non-Vegetarian,
",Singing and Dancing,Unmarried,,,images/Sayani_Gupta.jpg
Seerat Kapoor,Seerat Kapoor,3 April 1993,,165 cm,50 kg,Dark Brown,Dark Brown,Aries,Mumbai_Maharashtra_India,Indian,Bachelor Of Arts in Mass Communication,Hinduism,,Dancing_Partying_Shopping,Unmarried,,,images/Seerat_Kapoor.jpg
Seema Biswas,Seema Biswas,14 January 1965 (Thursday), 55 Years,157 cm,,Black,Black,Capricorn,Nalbari_Assam,Indian,"• Honours in Political Science from Nalbari College, Assam,
• Post Graduate Diploma in Dramatic Arts from the National School of Drama, Delhi",Hinduism,,Listening to Music_Travelling,Divorced,,,images/Seema_Biswas.jpg
Saumya Tandon,Saumya Tandon,3 November 1984,,168 cm,55 kg,Grey,Brown,Scorpio,Ujjain_Madhya Pradesh_India,Indian,Masters of Business Administration (MBA),Hinduism,,Reading_Writing_Dancing_Shopping_Watching Football & Cricket,Married,,,images/Saumya_Tandon.jpg
Savitri Jindal,Savitri Devi Jindal,20 March 1950,,,,Black,Salt & Pepper,Pisces,Tinsukia_Assam_India,Indian,Diploma,Hinduism ,Not Known,Reading_Cooking ,Widowed,,$7 Billion (as of 2018),images/Savitri_Jindal.jpg
Sayyeshaa (aka,Sayyeshaa (aka,12 August 1997,,170 cm,50 Kg,Hazel,Brown,Leo,Mumbai_Maharashtra_India,Indian,IB in Science,Hindu,,Dancing and travelling,Unmarried,,,images/Sayyeshaa_(aka.jpg
Shabana Azmi,Shabana Kaifi Azmi,18 September 1950,,168 cm,65 kg,Black,Black,Virgo,Mumbai_India,Indian,Degree in Psychology ,Islam,,Travelling_Listening to Music_Watchign Movies_Reading,Married ,,,images/Shabana_Azmi.jpg
Sarah-Jane Dias,Sarah-Jane Dias,3 December 1982,,178 cm,53 Kg,Brown,Black,Sagittarius,Muscat_Oman,Indian,Not Known,Christian,,Singing_yoga_travelling and cooking,Unmarried,Not Known,Not Known,images/Sarah-Jane_Dias.jpg
Sarika (Actress),Sarika (Actress),5 December 1960,,165 cm,60 kg,Hazel Grey,Black,Sagittarius,Delhi_India,Indian,,Hinduism,,Reading Books_Listening Music_Watching Movies,Divorced,,,images/Sarika_(Actress).jpg
“Santoshi Maa:,“Santoshi Maa:,,,,,,,,,,,,,,,,,images/“Santoshi_Maa:.jpg
Sanjjanaa Galrani,Sanjjanaa Galrani,10 October 1989 (Tuesday),,167 cm,,Light Brown,Black,Libra,Bangalore_Karnataka,Indian , Diploma in Acting,Sindhi-Hindu,"Non-Vegetarian,
",Travelling_Doing Yoga,Unmarried,,,images/Sanjjanaa_Galrani.jpg
"Subbaraju Height,",Penmatsa Subbaraju,27 February 1977 (Sunday),,178 cm,65 kg,Black,Black,Pisces,Hyderabad_Telangana_India,Indian,B.Sc. in Mathematics,Hinduism,Vegetarian,Travelling_Gymming,Unmarried,,,"images/Subbaraju_Height,.jpg"
Sundeep Kishan,Padam Sundeep Kishan,7 May 1987 (Thursday),,,,,,Taurus,Chennai,Indian,,Hinduism,"Non-Vegetarian,
",Travelling and Partying,Unmarried,,,images/Sundeep_Kishan.jpg
Soham Chakraborty,Soham Chakraborty,4 March 1984,,175 cm,75 kg,Dark Brown,Black,Pisces,Kolkata_India,Indian,Graduate,Hinduism,,Playing_Reading_Shopping,Married,,,images/Soham_Chakraborty.jpg
Sonu Nigam,Sonu Nigam,"30 July 1973,
",,170 cm,65 kg,Dark Brown,Black,Leo,Delhi_India,Indian ,Graduate,Hinduism,,Gymming_Reading,Married,Rs. 5-7 Lakh/song,$8 million,images/Sonu_Nigam.jpg
Sooraj Pancholi,Sooraj Pancholi,5 July 1990,,,,Black,Black,Cancer,His ancestral background is Gujarat but his family is settled in Mumbai from many years. ,Indian ,12th Standard,Hindu,,Dancing_Martial Arts,Unmarried,Not Known,Not Known,images/Sooraj_Pancholi.jpg
Sohail Khan,Sohail Khan,20 December 1969,,177 cm,80 kg,Brown,Brown,Sagittarius,Mumbai_Maharashtra_India,Indian,Not Known,Islam,Non-Vegetarian,Playing Cricket and Gymming,Married,,₹68 Crore ($10 million),images/Sohail_Khan.jpg
Sonu Sood,Sonu Sood,30 July 1973 ,,188 cm,80 kg,Brown,Black,Leo,Nagpur_Maharashtra_India,Indian ,"Electronic Engineer,
",Hinduism,,Kick-boxing _workout and playing guitar,Married,₹1-2 Crore ,Not Known,images/Sonu_Sood.jpg
Sangeeta Bijlani,Sangeeta Bijlani,9 July 1965 ,,170 cm,60 kg,Dark Brown,Light Brown,Cancer,Mumbai_Maharashtra_India,Indian,Graduate,Hinduism,,Photography_Travelling_Workout,Divorced,,,images/Sangeeta_Bijlani.jpg
